start pipeline configuration
start mask
finished mask
         1911383 function calls (1882899 primitive calls) in 26.152 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 dates.py:1116(YearLocator)
        1    0.000    0.000    0.000    0.000 nodes.py:590(Filter)
        1    0.000    0.000    0.000    0.000 units.py:54(AxisInfo)
        1    0.000    0.000    0.000    0.000 detectors.py:2205(RayonixMx340hs)
        1    0.000    0.000    0.000    0.000 ast.py:258(NodeTransformer)
        1    0.000    0.000    0.000    0.000 test_group.py:533(TestGet)
        1    0.000    0.000    0.000    0.000 selectors.py:26(SelectorError)
        1    0.000    0.000    0.000    0.000 typing.py:1868(Type)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 exceptions.py:131(SchemaError)
        1    0.000    0.000    0.000    0.000 loaders.py:205(PackageLoader)
        1    0.000    0.000    0.000    0.000 binned_statistic.py:230(bin_centers)
        1    0.000    0.000    0.000    0.000 argparse.py:954(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 _apipkg.py:65(__docset)
        2    0.000    0.000    0.000    0.000 calendar.py:53(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:3709(BracketB)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1841(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 runtime.py:730(DebugUndefined)
        1    0.000    0.000    0.000    0.000 arpack.py:308(_ArpackParams)
        4    0.000    0.000    0.000    0.000 detectors.py:729(get_pixel2)
        1    0.000    0.000    0.000    0.000 geo.py:572(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 ops.py:523(MathCall)
        1    0.000    0.000    0.000    0.000 test_group.py:272(TestLen)
        1    0.000    0.000    0.000    0.000 zipfile.py:1167(<listcomp>)
        1    0.000    0.000    0.000    0.000 window.py:1167(RollingGroupby)
        1    0.000    0.000    0.000    0.000 format.py:274(TextAdjustment)
        1    0.000    0.000    0.000    0.000 locks.py:464(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 detectors.py:2182(RayonixMx300hs)
        1    0.000    0.000    0.000    0.000 <attrs generated init 640930ff42dfa1627c4d2969792818eae683d391>:1(<module>)
        1    0.000    0.000    0.000    0.000 netutil.py:441(OverrideResolver)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(HTTPWarning)
        1    0.000    0.000    0.000    0.000 detectors.py:1375(Dexela2923)
        1    0.000    0.000    0.000    0.000 loaders.py:292(FunctionLoader)
        1    0.000    0.000    0.000    0.000 minidom.py:1390(DOMImplementation)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.000    0.000 test_dataset.py:42(TestRepr)
        1    0.000    0.000    0.000    0.000 interface.py:546(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:255(hypergeom_gen)
        3    0.000    0.000    0.000    0.000 series.py:86(_coerce_method)
        1    0.000    0.000    0.000    0.000 legend_handler.py:45(HandlerBase)
        1    0.000    0.000    0.000    0.000 calendar.py:487(different_locale)
        1    0.000    0.000    0.000    0.000 core.py:130(MAError)
        1    0.000    0.000    0.000    0.000 mathtext.py:368(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 stack_context.py:164(ExceptionStackContext)
        1    0.000    0.000    0.000    0.000 client.py:2301(CompatibleExecutor)
        1    0.000    0.000    0.000    0.000 ops.py:156(Constant)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 utils.py:469(Subs)
        1    0.000    0.000    0.000    0.000 transforms.py:2672(TransformedPath)
        1    0.000    0.000    0.000    0.000 shim.py:16(__init__)
        1    0.000    0.000    0.000    0.000 _cubic.py:352(CubicSpline)
        1    0.000    0.000    0.000    0.000 gen.py:136(KeyReuseError)
        1    0.000    0.000    0.000    0.000 __init__.py:200(c_longdouble)
        1    0.000    0.000    0.000    0.000 selectors.py:307(PollSelector)
        7    0.000    0.000    0.000    0.000 imp.py:107(<listcomp>)
        1    0.000    0.000    0.000    0.000 Image.py:455(_E)
        1    0.000    0.000    0.000    0.000 nodes.py:378(ExprStmt)
        1    0.000    0.000    0.000    0.000 test_base.py:27(BaseTest)
        1    0.000    0.000    0.000    0.000 plans.py:3538(ScanND)
        1    0.000    0.000    0.000    0.000 csv.py:164(Sniffer)
        1    0.000    0.000    0.000    0.000 dates.py:1300(SecondLocator)
        1    0.000    0.000    0.000    0.000 common.py:84(EmptyDataError)
        1    0.000    0.000    0.000    0.000 offsetbox.py:494(PaddedBox)
        1    0.000    0.000    0.000    0.000 internals.py:1628(IntBlock)
        1    0.000    0.000    0.000    0.000 main.py:386(<lambda>)
        1    0.000    0.000    0.000    0.000 compiler.py:193(DependencyFinderVisitor)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2771(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 plans.py:3472(RelativeScan)
        1    0.000    0.000    0.000    0.000 typing.py:1764(List)
        1    0.000    0.000    0.000    0.000 argparse.py:825(_StoreAction)
        1    0.000    0.000    0.000    0.000 transformxrayasfnormchris.py:26(TransformXrayASFnormChris)
        1    0.000    0.000    0.000    0.000 arpack.py:378(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 exceptions.py:45(ProxyError)
        1    0.000    0.000    0.000    0.000 numeric.py:2896(_unspecified)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 patches.py:3423(Curve)
        1    0.000    0.000    0.000    0.000 local.py:114(Checkers)
        1    0.000    0.000    0.000    0.000 typing.py:1718(AbstractSet)
        1    0.000    0.000    0.000    0.000 test_dataset_swmr.py:9(TestSwmrNotAvailable)
        1    0.000    0.000    0.000    0.000 offsets.py:127(ApplyTypeError)
        1    0.000    0.000    0.000    0.000 client.py:249(FutureState)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:195(CONTOUR)
        1    0.000    0.000    0.000    0.000 transformation.py:24(LABEL)
        1    0.000    0.000    0.000    0.000 configparser.py:214(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 core.py:471(scan)
        1    0.000    0.000    0.000    0.000 test_dataset_swmr.py:45(TestDatasetSwmrRead)
        1    0.000    0.000    0.000    0.000 errors.py:27(DistutilsGetoptError)
        3    0.000    0.000    0.000    0.000 __init__.py:1919(createLock)
        1    0.000    0.000    0.000    0.000 utils.py:132(SignalHandler)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.000    0.000 request.py:1437(FTPHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:182(AreaDetectorHDF5Handler)
        1    0.000    0.000    0.000    0.000 thread.py:43(_WorkItem)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:377(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:40(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 arpack.py:273(ArpackError)
        1    0.000    0.000    0.000    0.000 tz.py:1082(tzical)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4913(vonmises_gen)
        1    0.000    0.000    0.000    0.000 reader.py:24(ReaderError)
        1    0.000    0.000    0.000    0.000 _util.py:22(deferred_error)
        1    0.000    0.000    0.000    0.000 sorteddict.py:17(_IlocWrapper)
        1    0.000    0.000    0.000    0.000 packers.py:714(Packer)
        1    0.000    0.000    0.000    0.000 interface.py:602(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 plistlib.py:746(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 mathtext.py:311(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 error.py:23(URLError)
        2    0.000    0.000    0.000    0.000 six.py:431(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 nodes.py:516(Tuple)
        1    0.000    0.000    0.000    0.000 typing.py:1738(MutableMapping)
        2    0.000    0.000    0.000    0.000 collection.py:348(imread_collection_wrapper)
        1    0.000    0.000    0.000    0.000 arpack.py:596(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 dates.py:1498(DateConverter)
        1    0.000    0.000    0.000    0.000 patches.py:3287(_Curve)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:62(RankFilter)
        1    0.000    0.000    0.000    0.000 core.py:620(combine_latest)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:335(_AsyncDeprecatedProperty)
        1    0.000    0.000    0.000    0.000 __init__.py:31(__traceback_maker)
        1    0.000    0.000    0.000    0.000 lexer.py:280(TokenStreamIterator)
        1    0.000    0.000    0.000    0.000 base.py:77(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 detectors.py:2686(RaspberryPi5M)
        1    0.000    0.000    0.000    0.000 tz.py:312(_tzfile)
        1    0.000    0.000    0.000    0.000 core.py:6285(_maximum_operation)
        1    0.000    0.000    0.000    0.000 transforms.py:2582(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1295(_IterParseIterator)
        1    0.000    0.000    0.000    0.000 base.py:300(ValuesViewHDF5)
        1    0.000    0.000    0.000    0.000 _version.py:33(VersioneerConfig)
        1    0.000    0.000    0.000    0.000 converter.py:242(PandasAutoDateFormatter)
        1    0.000    0.000    0.000    0.000 bccache.py:117(BytecodeCache)
        1    0.000    0.000    0.000    0.000 qtproxies.py:357(QSpinBox)
        1    0.000    0.000    0.000    0.000 frequencies.py:26(FreqGroup)
        1    0.000    0.000    0.000    0.000 cyaml.py:28(CLoader)
        1    0.000    0.000    0.000    0.000 common.py:102(BaseIterator)
        1    0.000    0.000    0.000    0.000 auth.py:80(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(PackException)
        1    0.000    0.000    0.000    0.000 context.py:283(ForkContext)
        1    0.000    0.000    0.000    0.000 pool.py:76(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 test_group.py:734(TestExtLinkBugs)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:91(SphericalVoronoi)
        1    0.000    0.000    0.000    0.000 legend_handler.py:216(HandlerPatch)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:308(FitDataError)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 cbook.py:1024(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 axes_grid.py:77(CbarAxesBase)
        1    0.000    0.000    0.000    0.000 _base.py:44(Error)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:746(skellam_gen)
        1    0.000    0.000    0.000    0.000 locks.py:25(_TimeoutGarbageCollector)
        1    0.000    0.000    0.000    0.000 typing.py:102(TypingMeta)
        1    0.000    0.000    0.000    0.000 _ode.py:618(IntegratorConcurrencyError)
        4    0.000    0.000    0.000    0.000 linalg.py:130(_linalgRealType)
        1    0.000    0.000    0.000    0.000 __init__.py:97(Value)
        1    0.000    0.000    0.000    0.000 errors.py:79(CCompilerError)
        1    0.000    0.000    0.000    0.000 docstring.py:65(Appender)
        6    0.000    0.000    0.000    0.000 category.py:591(_make_compare)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 parse.py:251(ParseResult)
        1    0.000    0.000    0.000    0.000 streamplot.py:219(DomainMap)
        1    0.000    0.000    0.000    0.000 client.py:1283(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 local.py:56(PosixPath)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 __init__.py:14(__init__)
        1    0.000    0.000    0.000    0.000 ElementPath.py:246(_SelectorContext)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:66(_QtGuiWrapper)
        1    0.000    0.000    0.000    0.000 _core.py:821(Results)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 errors.py:82(PreprocessError)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(PoolError)
        1    0.000    0.000    0.000    0.000 tokenize.py:224(Untokenizer)
        1    0.000    0.000    0.000    0.000 path.py:273(should_simplify)
        1    0.000    0.000    0.000    0.000 csv.py:68(unix_dialect)
        1    0.000    0.000    0.000    0.000 plotting.py:1578(ScatterPlot)
        1    0.000    0.000    0.000    0.000 test_h5p.py:33(TestDA)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2934(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 internals.py:1532(NumericBlock)
        1    0.000    0.000    0.000    0.000 __init__.py:372(OrderedDefaultdict)
        1    0.000    0.000    0.000    0.000 expressions.py:490(RawNode)
        1    0.000    0.000    0.000    0.000 py3k.py:44(sixu)
        1    0.000    0.000    0.000    0.000 exceptions.py:135(RefResolutionError)
        3    0.000    0.000    0.000    0.000 manage_plugins.py:75(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1786(FrozenSet)
        1    0.000    0.000    0.000    0.000 tokens.py:48(BlockEndToken)
        1    0.000    0.000    0.000    0.000 core.py:674(union)
        2    0.000    0.000    0.000    0.000 tifffile.py:2775(is_ome)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 dates.py:1180(MonthLocator)
        1    0.000    0.000    0.000    0.000 typing.py:384(_Any)
        1    0.000    0.000    0.000    0.000 indexing.py:1649(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 configparser.py:1200(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:25(Kernel)
        5    0.000    0.000    0.000    0.000 api.py:24(not_available)
        1    0.000    0.000    0.000    0.000 frequencies.py:964(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 minidom.py:1174(Comment)
       13    0.000    0.000    0.000    0.000 {method 'commit' of 'sqlite3.Connection' objects}
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 gen.py:538(WaitAll)
        9    0.000    0.000    0.000    0.000 manage_plugins.py:266(<listcomp>)
        1    0.000    0.000    0.000    0.000 nonlin.py:481(Jacobian)
